# id	файл	заголовок	АДРЕС	ЦЕНА
I0208	KORPUS-2026-07-21_mat-kostyak.md	Канонные однострочники с кириллицей в regex-классах молча ломаются на целевой платформе (m	_studio/zhurnal/2026-07-21_mat-kostyak/kod_razbor-kartoteki.md#УРОКИ ФАБРИКЕ, строки 105–106	команда состава §2.0 печатала пустоту с rc=0; диагностика съела ~20 минут
I0209	KORPUS-2026-07-21_mat-kostyak.md	Таймаут песочницы оборвал коммит и оставил чужой .git/index.lock, заблокировав запись в ре	_studio/zhurnal/2026-07-21_mat-kostyak/kod_razbor-kartoteki.md#ЗАДАНИЕ, строка 21	таймаут песочницы оборвал коммит и оставил лок, заблокировав запись в репо для всех троих 
I0210	KORPUS-2026-07-21_mat-kostyak.md	rc=128 четырежды прочитан как содержательный результат команды	_studio/zhurnal/2026-07-21_mat-kostyak/kod_razbor-kartoteki.md#ЗАДАНИЕ, строка 29	rc=128 четырежды прочитан как результат — едва не откатили верное правило по ложным данным
I0211	KORPUS-2026-07-21_mat-kostyak.md	Голый git commit без pathspec подмёл чужой индекс, а починка (снятие add) обрушила коммиты	_studio/zhurnal/2026-07-21_mat-kostyak/kod_razbor-kartoteki.md#ЗАДАНИЕ, строки 94–96	голый commit подмёл чужой индекс — коммит на 89 файлов вместо трёх; «починка», убравшая ad
I0212	KORPUS-2026-07-21_mat-kostyak.md	Пара git add → commit, предписанная прежним шаблоном, в этом репозитории не работает из-за	_studio/zhurnal/2026-07-21_mat-kostyak/kod_resheniya.md#ЗАДАНИЕ, строка 17	три сорванных коммита за сессию 21.07
I0213	KORPUS-2026-07-21_mat-kostyak.md	Обычный git add в общем репозитории захватывал чужие застейдженные файлы десятками	_studio/zhurnal/2026-07-21_mat-kostyak/kod_resheniya.md#ЗАДАНИЕ, строки 155–157	у одного захода коммит из 89 файлов вместо трёх; у другого в индексе оказалось 108 путей —
I0214	KORPUS-2026-07-21_mat-kostyak.md	Критерий готовности предписывает вызов гейта в форме, которая печатает красный на здоровом	_studio/zhurnal/2026-07-21_mat-kostyak/kod_resheniya.md#УРОКИ ФАБРИКЕ, строки 168–170	ложный красный гейт в начале захода стоил одного лишнего прогона; следующему исполнителю о
I0215	KORPUS-2026-07-21_mat-kostyak.md	Два из пяти предписанных действий в задании адресованы в места, которых в живом файле нет	_studio/zhurnal/2026-07-21_mat-kostyak/kod_resheniya.md#УРОКИ ФАБРИКЕ, строки 172–174	буквальное исполнение дало бы либо якорную замену с нулём совпадений (abort посреди работы
I0216	KORPUS-2026-07-21_mat-kostyak.md	Счётная строка Приложения, жёстко привязанная к составу «родов», сломалась при доборе ново	_studio/zhurnal/2026-07-21_mat-kostyak/kod_riehl-a.md#УРОКИ ФАБРИКЕ, строки 90–92	~полчаса на разбор «мой это брак или наследованный», плюс вопрос аналитику и заведомо крас
I0217	KORPUS-2026-07-21_mat-kostyak.md	Заход диктует в задании дату слоя вперёд (2026-07-24), тогда как реальная дата исполнения 	_studio/zhurnal/2026-07-21_mat-kostyak/kod_riehl-a.md#УРОКИ ФАБРИКЕ, строки 94–96	минуты на сверку, но при невнимательном исполнителе — ложная дата данных в источниковом фа
I0218	KORPUS-2026-07-21_mat-kostyak.md	В среде исполнителя нет Task-инструмента для спавна независимого субагента-верификатора	_studio/zhurnal/2026-07-21_mat-kostyak/kod_riehl-a.md#ОТЧЁТ, строка 227	НЕ НАЗВАНА
I0219	KORPUS-2026-07-21_mat-kostyak.md	Инструмент приёмки сам напечатал зелёное на упавшей проверке	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 61–64	поймано только потому, что скрипт прогнали на двух фикстурах (чистой и с подсадками), а не
I0220	KORPUS-2026-07-21_mat-kostyak.md	Приёмщик арки написан под ПЛАН исполнителя, а не под формат, назначенный ЗАДАНИЕМ	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 65–68	два ❌ на верном документе, при 15 зелёных пунктах вердикт печатал «КРАСНОЕ — вернуть на до
I0221	KORPUS-2026-07-21_mat-kostyak.md	Гейт документа и приёмщик арки оба сломались об один класс: документ ЦИТИРУЕТ СВОИ СОБСТВЕ	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 69–72	два ложных красных за один прогон, оба на здоровом документе. Исполнитель переписал команд
I0222	KORPUS-2026-07-21_mat-kostyak.md	Критерий отбора появился ПОСЛЕ приёмки — ТЗ его не содержало, и никто этого не заметил до 	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 73–76	целый дополнительный заход Ф2.1 (раскладка 31 утверждения, двойной верификатор, 17 минут п
I0223	KORPUS-2026-07-21_mat-kostyak.md	Правило, записанное в Ф1 арки, не доехало до захода Ф3 той же арки	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 77–80	поймал владелец, а не аналитик и не гейт. Не поймай — самая дорогая разведка арки осела бы
I0224	KORPUS-2026-07-21_mat-kostyak.md	Владелец переформулировал одно различение трижды, аналитик дважды съехал обратно	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 81–84	один раз это дало ошибку уровня, а не оттенка — аналитик защищал утверждение У22 доводом «
I0225	KORPUS-2026-07-21_mat-kostyak.md	Cowork сам лочил репозиторий владельца своими «read-only» проверками	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 85–88	три сорванных коммита подряд, два из них — на самом важном месте сессии (хэндофф и рамка к
I0226	KORPUS-2026-07-21_mat-kostyak.md	«Оглавление, прочитанное глазами» назначено достаточной опорой отрицательного вывода — а о	_studio/zhurnal/2026-07-21_mat-kostyak/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 89–92	ложный отрицательный вывод по одному из восьми обязательных источников **дожил до готового
